Customer_id,Age,Credit_limit,Credit_utilization,Actual_Default,Num_late_payments,Max_delay,Average_delay,Total_payment,Total_bill,Payment_to_Bill_Ratio,Probability_of_Default,Risk_Score,Risk_Level
12774,34,300000,1.0,1,0,0.0,0.0,51654,1511006,0.03,0.33,33,Low
23352,27,50000,0.48,0,0,0.0,-0.8,12775,23793,0.54,0.38,38,Medium
14422,26,320000,0.01,0,0,-1.0,-1.0,1896,1896,1.0,0.3,30,Low
14674,27,120000,0.29,0,1,2.0,-0.5,24623,34291,0.72,0.63,63,Medium
28430,33,140000,0.32,0,1,1.0,0.0,15933,44398,0.36,0.49,49,Medium
4210,30,480000,1.0,0,1,1.0,-1.0,110228,565373,0.19,0.34,34,Medium
3929,50,480000,0.12,0,0,-1.0,-1.0,51190,56695,0.9,0.23,23,Low
7777,46,360000,0.0,1,1,1.0,-1.5,0,0,0.0,0.66,66,Medium
11736,23,60000,1.0,0,0,0.0,0.0,8982,142540,0.06,0.35,35,Medium
14423,37,300000,0.14,0,0,0.0,-1.3,0,41000,0.0,0.44,44,Medium
23986,37,50000,1.0,1,0,0.0,0.0,6339,109523,0.06,0.38,38,Medium
9510,31,70000,1.0,0,0,0.0,0.0,7858,215431,0.04,0.38,38,Medium
16122,30,20000,1.0,1,4,2.0,1.2,5014,111925,0.04,0.83,83,High
11625,29,360000,1.0,0,0,0.0,0.0,165652,375581,0.44,0.12,12,Low
932,60,320000,0.36,1,0,0.0,-0.8,149318,114785,1.3,0.19,19,Low
26879,49,200000,1.0,0,0,0.0,0.0,15333,299127,0.05,0.37,37,Medium
1447,37,210000,0.01,1,1,1.0,-0.7,2174,2174,1.0,0.6,60,Medium
1402,36,30000,1.0,0,2,2.0,0.7,5046,174939,0.03,0.76,76,High
9390,26,40000,1.0,0,6,2.0,1.8,14290,232366,0.06,0.87,87,High
10635,30,50000,1.0,0,1,2.0,0.3,19019,274959,0.07,0.66,66,Medium
10371,37,360000,0.04,0,0,0.0,-0.7,8281,15065,0.55,0.39,39,Medium
4496,60,50000,1.0,0,0,0.0,0.0,7763,269781,0.03,0.48,48,Medium
7852,51,260000,0.03,0,0,-1.0,-1.2,6750,7402,0.91,0.35,35,Medium
13097,55,250000,0.0,0,1,1.0,-1.5,3861,0,5.0,0.75,75,High
21191,36,350000,0.43,0,0,0.0,0.0,49314,151613,0.33,0.25,25,Low
12,51,260000,0.34,0,1,2.0,-0.5,66308,88369,0.75,0.54,54,Medium
182,35,80000,1.0,0,0,0.0,-0.2,29000,129487,0.22,0.31,31,Low
1271,57,50000,1.0,0,0,0.0,0.0,12046,293618,0.04,0.47,47,Medium
24149,29,30000,1.0,0,0,0.0,0.0,7710,161646,0.05,0.41,41,Medium
28814,38,160000,0.04,0,0,0.0,-1.3,0,6555,0.0,0.44,44,Medium
5325,38,30000,0.12,0,0,0.0,-1.3,0,3656,0.0,0.44,44,Medium
26457,49,50000,1.0,1,0,0.0,-0.3,50000,196693,0.25,0.29,29,Low
28243,44,30000,1.0,1,1,2.0,0.3,8056,140109,0.06,0.71,71,High
4923,30,230000,0.02,0,0,-1.0,-1.0,3679,4615,0.8,0.3,30,Low
15075,33,50000,1.0,0,0,0.0,0.0,13120,183591,0.07,0.37,37,Medium
17948,36,160000,0.01,0,1,1.0,-1.3,1000,1000,1.0,0.64,64,Medium
8726,24,300000,0.2,1,0,0.0,-0.5,30924,60713,0.51,0.29,29,Low
1138,41,50000,1.0,0,0,0.0,0.0,6619,116891,0.06,0.39,39,Medium
17238,40,170000,1.0,0,0,0.0,0.0,15525,373004,0.04,0.37,37,Medium
23366,48,280000,1.0,0,0,0.0,0.0,30698,861154,0.04,0.36,36,Medium
29145,51,20000,1.0,0,0,0.0,0.0,6800,82209,0.08,0.44,44,Medium
5941,25,60000,1.0,0,0,0.0,0.0,13935,325797,0.04,0.39,39,Medium
5128,51,360000,0.02,0,0,-1.0,-1.0,5562,8575,0.65,0.33,33,Low
3176,26,270000,1.0,0,0,0.0,0.0,50813,1223270,0.04,0.31,31,Low
18135,38,270000,0.0,0,0,-2.0,-2.0,0,0,0.0,0.27,27,Low
19765,46,60000,1.0,0,0,0.0,0.0,10366,269530,0.04,0.43,43,Medium
10740,48,270000,1.0,1,3,2.0,1.0,50018,409104,0.12,0.65,65,Medium
19009,30,340000,0.57,0,0,0.0,-0.2,9720,193411,0.05,0.34,34,Medium
14874,23,20000,1.0,1,2,2.0,0.2,1200,38257,0.03,0.71,71,High
12762,35,50000,1.0,1,0,0.0,0.0,3701,122852,0.03,0.38,38,Medium
11533,27,100000,0.48,0,0,0.0,0.0,18866,47866,0.39,0.3,30,Low
3405,30,80000,1.0,0,1,2.0,0.3,18700,288245,0.06,0.64,64,Medium
17692,43,150000,0.01,0,0,0.0,-1.3,732,1125,0.65,0.46,46,Medium
2640,33,140000,1.0,0,0,0.0,0.0,26000,484459,0.05,0.35,35,Medium
10389,22,10000,1.0,1,0,0.0,0.0,4488,49914,0.09,0.4,40,Medium
22506,33,310000,0.01,1,0,-2.0,-2.0,753,3072,0.25,0.26,26,Low
29971,34,360000,0.63,0,0,0.0,-0.7,162110,227577,0.71,0.09,9,Low
27515,51,320000,0.07,0,0,-2.0,-2.0,21799,21417,1.02,0.26,26,Low
21970,28,390000,1.0,0,0,0.0,0.0,31710,684268,0.05,0.3,30,Low
12485,24,70000,1.0,0,0,0.0,0.0,11091,291378,0.04,0.38,38,Medium
15721,35,210000,0.03,0,0,-1.0,-1.3,1243,7054,0.18,0.32,32,Low
3476,28,20000,1.0,0,0,0.0,0.0,4383,107924,0.04,0.42,42,Medium
15526,40,150000,1.0,0,0,0.0,0.0,24657,575464,0.04,0.37,37,Medium
17468,29,180000,1.0,0,0,0.0,0.0,32679,846029,0.04,0.35,35,Medium
2229,29,60000,1.0,0,0,0.0,0.0,11938,304258,0.04,0.4,40,Medium
14481,29,50000,1.0,1,0,0.0,0.0,20600,230643,0.09,0.38,38,Medium
12528,41,80000,0.0,0,0,-2.0,-2.0,0,0,0.0,0.27,27,Low
15386,34,90000,0.01,1,1,2.0,-0.8,432,936,0.46,0.7,70,High
22130,24,180000,1.0,0,0,0.0,0.0,13840,430228,0.03,0.34,34,Medium
5249,28,30000,1.0,1,1,2.0,0.3,10500,96872,0.11,0.65,65,Medium
23079,41,180000,0.63,0,0,-1.0,-1.0,102254,113946,0.9,0.14,14,Low
20986,30,500000,0.92,0,0,0.0,0.0,24861,462184,0.05,0.31,31,Low
6355,53,170000,0.01,0,0,-2.0,-2.0,2969,2288,1.3,0.31,31,Low
2402,29,330000,0.02,0,0,0.0,-0.5,3771,8056,0.47,0.37,37,Medium
8739,26,80000,0.76,0,0,0.0,-0.3,10276,60497,0.17,0.33,33,Low
4216,30,120000,1.0,0,0,0.0,0.0,30700,615760,0.05,0.36,36,Medium
1841,31,70000,1.0,0,0,0.0,0.0,8931,262649,0.03,0.39,39,Medium
26034,27,230000,0.18,0,0,0.0,-0.3,29813,41095,0.73,0.3,30,Low
9589,25,80000,1.0,0,0,0.0,-1.2,48746,176531,0.28,0.3,30,Low
6566,28,180000,1.0,0,0,0.0,0.0,31500,523265,0.06,0.32,32,Low
25604,32,160000,0.01,0,0,-2.0,-2.0,2139,2189,0.98,0.27,27,Low
11195,38,200000,0.0,0,0,-2.0,-2.0,0,0,0.0,0.27,27,Low
16657,34,360000,0.01,0,1,1.0,-1.0,2040,2040,1.0,0.62,62,Medium
6186,48,50000,1.0,0,0,0.0,-0.2,55111,239032,0.23,0.33,33,Low
28130,49,10000,1.0,0,0,0.0,0.0,8582,55976,0.15,0.46,46,Medium
5104,33,240000,0.14,0,0,0.0,-1.2,66446,32624,2.04,0.34,34,Medium
23495,32,110000,0.83,0,0,0.0,-1.0,1900,91458,0.02,0.41,41,Medium
21681,23,90000,0.83,0,0,0.0,0.0,6205,75092,0.08,0.33,33,Low
18385,22,30000,1.0,0,1,2.0,0.3,8233,156149,0.05,0.67,67,High
6367,27,160000,0.03,1,1,1.0,-1.0,5240,4274,1.23,0.6,60,Medium
1638,40,30000,1.0,0,4,2.0,1.3,9074,147026,0.06,0.83,83,High
7464,34,360000,0.03,0,0,-1.0,-1.0,8964,11577,0.77,0.3,30,Low
3173,35,230000,1.0,0,0,0.0,-0.2,95608,1024160,0.09,0.23,23,Low
24309,43,420000,0.05,0,0,-2.0,-2.0,18958,19262,0.98,0.25,25,Low
159,45,210000,1.0,1,6,3.0,2.8,65268,805451,0.08,0.84,84,High
24449,36,320000,1.0,1,2,2.0,0.7,62417,1703400,0.04,0.65,65,Medium
29384,30,200000,0.99,0,0,0.0,0.0,80831,198871,0.41,0.19,19,Low
21897,27,180000,0.01,0,1,1.0,-0.7,2556,2100,1.22,0.58,58,Medium
7956,27,50000,1.0,0,1,2.0,-0.7,2530,100376,0.03,0.7,70,High
15417,53,350000,0.27,0,1,1.0,-1.3,57518,93650,0.61,0.52,52,Medium
2443,55,240000,0.7,0,0,0.0,0.0,13500,168942,0.08,0.37,37,Medium
18754,27,440000,1.0,0,0,0.0,0.0,50247,1018194,0.05,0.28,28,Low
12874,25,20000,1.0,1,0,0.0,0.0,5985,94004,0.06,0.39,39,Medium
23330,35,240000,0.22,0,0,-2.0,-2.0,59826,51945,1.15,0.18,18,Low
8866,42,500000,0.0,1,1,1.0,-1.5,0,0,0.0,0.65,65,Medium
14532,26,50000,1.0,0,0,0.0,0.0,7200,112045,0.06,0.35,35,Medium
18411,25,80000,0.0,0,0,-1.0,-1.7,240,390,0.62,0.33,33,Low
14787,25,30000,1.0,1,0,0.0,0.0,8103,128802,0.06,0.39,39,Medium
9898,34,200000,0.09,1,1,1.0,-0.3,14193,18392,0.77,0.52,52,Medium
1243,45,160000,0.01,0,0,-2.0,-2.0,1468,1468,1.0,0.29,29,Low
2560,28,80000,1.0,0,2,2.0,0.7,8401,84754,0.1,0.67,67,High
21596,24,60000,1.0,0,0,0.0,0.0,14746,354207,0.04,0.4,40,Medium
3777,26,250000,0.04,1,5,3.0,1.7,11600,11008,1.05,0.86,86,High
28927,35,360000,0.0,1,0,-2.0,-2.0,0,0,0.0,0.26,26,Low
19680,40,260000,0.02,0,0,0.0,-0.8,4632,5263,0.88,0.42,42,Medium
17392,43,240000,1.0,0,0,0.0,0.0,11586,280003,0.04,0.36,36,Medium
25672,35,400000,0.16,0,0,-2.0,-2.0,69082,63218,1.09,0.16,16,Low
21329,51,20000,1.0,0,0,0.0,0.0,6558,92580,0.07,0.45,45,Medium
3058,47,30000,1.0,0,0,0.0,0.0,10401,177593,0.06,0.46,46,Medium
13083,46,210000,0.08,1,0,0.0,-0.8,12729,17248,0.74,0.41,41,Medium
16707,33,280000,1.0,0,0,0.0,0.0,42909,1222784,0.04,0.33,33,Low
29147,52,40000,1.0,0,0,0.0,0.0,12300,210318,0.06,0.45,45,Medium
18959,30,230000,1.0,0,0,0.0,-0.2,82865,240511,0.34,0.19,19,Low
16527,25,30000,1.0,0,5,2.0,1.7,8390,150689,0.06,0.84,84,High
83,30,60000,1.0,1,0,0.0,0.0,5345,143566,0.04,0.37,37,Medium
6820,44,100000,1.0,0,0,0.0,0.0,10900,241950,0.05,0.39,39,Medium
11240,26,180000,1.0,0,4,3.0,1.5,26039,773573,0.03,0.84,84,High
23533,35,80000,1.0,1,4,2.0,1.2,11300,374384,0.03,0.82,82,High
29906,30,50000,1.0,1,3,2.0,0.8,10017,110339,0.09,0.75,75,High
16834,45,10000,1.0,0,5,2.0,1.5,8000,52013,0.15,0.87,87,High
26401,46,360000,0.68,0,0,0.0,-0.2,105600,245522,0.43,0.17,17,Low
28690,31,170000,0.43,0,2,2.0,0.2,26888,72868,0.37,0.65,65,Medium
14685,30,130000,0.02,0,0,-1.0,-1.0,5742,2886,1.99,0.32,32,Low
19658,33,50000,1.0,0,2,2.0,0.5,9360,262688,0.04,0.75,75,High
28957,44,500000,0.05,0,0,-2.0,-2.0,32007,25851,1.24,0.21,21,Low
26023,44,220000,1.0,0,2,2.0,0.7,31570,1054860,0.03,0.72,72,High
13196,31,180000,0.0,1,1,1.0,-1.5,0,0,0.0,0.63,63,Medium
24078,27,140000,1.0,0,0,0.0,-0.3,96677,380594,0.25,0.2,20,Low
28619,42,270000,0.1,0,0,-2.0,-2.0,13996,28332,0.49,0.25,25,Low
444,27,200000,1.0,0,0,0.0,0.0,34070,730818,0.05,0.32,32,Low
14235,27,100000,1.0,0,0,0.0,0.0,37000,164066,0.23,0.28,28,Low
9189,26,60000,0.08,0,1,2.0,-0.3,4252,4761,0.89,0.66,66,Medium
7139,22,50000,1.0,0,0,0.0,0.0,10068,199157,0.05,0.37,37,Medium
7605,46,200000,0.3,0,0,0.0,-0.5,38527,59749,0.64,0.32,32,Low
13226,29,80000,1.0,0,0,0.0,0.0,31010,256177,0.12,0.31,31,Low
25046,54,130000,1.0,0,0,0.0,0.0,13300,400709,0.03,0.41,41,Medium
1442,33,210000,0.39,0,0,0.0,0.0,6508,81250,0.08,0.34,34,Medium
7915,37,450000,0.8,0,0,0.0,-0.2,112772,361265,0.31,0.18,18,Low
23955,24,20000,1.0,0,0,0.0,0.0,6668,79117,0.08,0.38,38,Medium
22941,28,100000,1.0,0,0,0.0,0.0,9063,136210,0.07,0.34,34,Medium
16057,35,50000,0.17,0,0,0.0,-0.5,4050,8678,0.47,0.38,38,Medium
12795,31,190000,0.01,1,0,0.0,-1.0,1979,1146,1.73,0.43,43,Medium
16749,36,150000,1.0,0,6,3.0,2.2,21100,537586,0.04,0.9,90,High
12040,49,20000,1.0,1,1,2.0,0.3,4233,56745,0.07,0.7,70,High
26533,60,70000,1.0,0,0,0.0,0.0,10409,258449,0.04,0.44,44,Medium
1568,23,120000,1.0,0,0,0.0,0.0,22238,592912,0.04,0.36,36,Medium
447,28,160000,1.0,0,0,0.0,0.0,19300,601165,0.03,0.36,36,Medium
25751,38,30000,0.62,1,2,2.0,0.7,9900,18677,0.53,0.68,68,High
13486,25,160000,0.2,0,0,0.0,-1.3,0,31400,0.0,0.41,41,Medium
9836,32,80000,1.0,0,2,2.0,0.7,18200,394548,0.05,0.72,72,High
15019,41,50000,1.0,0,3,2.0,1.0,15000,234697,0.06,0.78,78,High
23968,26,220000,1.0,0,0,0.0,0.0,167138,465094,0.36,0.07,7,Low
15640,32,270000,1.0,0,1,2.0,0.3,87777,1581503,0.06,0.56,56,Medium
13480,41,390000,1.0,1,6,2.0,2.0,32299,1043644,0.03,0.83,83,High
21375,58,50000,0.03,0,2,2.0,-0.2,2672,1727,1.55,0.78,78,High
24220,30,290000,0.02,0,2,3.0,0.2,59172,6582,5.0,0.8,80,High
7403,24,250000,0.04,1,0,0.0,-0.7,6817,8845,0.77,0.37,37,Medium
28636,35,100000,1.0,1,6,2.0,2.0,30300,592330,0.05,0.86,86,High
3320,27,210000,0.11,0,1,2.0,-0.2,6636,22890,0.29,0.64,64,Medium
1660,22,20000,1.0,0,0,0.0,-0.3,3488,30157,0.12,0.36,36,Medium
27867,25,70000,1.0,0,0,0.0,-0.2,58715,287494,0.2,0.27,27,Low
23912,23,60000,1.0,0,0,0.0,0.0,31109,189996,0.16,0.28,28,Low
1210,23,20000,1.0,1,0,0.0,-0.3,22933,102621,0.22,0.35,35,Medium
18487,26,150000,1.0,0,0,0.0,-0.3,19500,383623,0.05,0.34,34,Medium
1995,52,20000,1.0,0,1,2.0,0.3,7740,90013,0.09,0.72,72,High
5025,40,180000,0.17,0,0,0.0,-0.3,17560,31379,0.56,0.35,35,Medium
12272,32,280000,0.2,0,0,0.0,-0.8,79139,55294,1.43,0.23,23,Low
9094,30,50000,0.22,1,1,2.0,-0.7,1050,11005,0.1,0.68,68,High
3085,45,210000,0.01,0,0,-1.0,-1.0,12948,2580,5.0,0.4,40,Medium
20725,38,270000,1.0,1,6,2.0,2.0,45563,1566611,0.03,0.85,85,High
19553,37,80000,0.15,1,0,-1.0,-1.0,14206,12000,1.18,0.3,30,Low
14331,46,150000,0.48,1,5,2.0,1.7,3150,71490,0.04,0.82,82,High
29758,30,50000,1.0,0,0,0.0,0.0,8611,202784,0.04,0.39,39,Medium
9147,35,70000,1.0,1,4,3.0,1.5,6731,249558,0.03,0.86,86,High
2226,31,60000,0.94,1,1,1.0,0.0,43380,56353,0.77,0.45,45,Medium
1023,37,210000,1.0,0,0,-2.0,-2.0,17300,514301,0.03,0.27,27,Low
3694,29,50000,1.0,0,1,2.0,0.2,11500,143938,0.08,0.65,65,Medium
17572,35,500000,0.17,0,0,0.0,0.0,5171,86431,0.06,0.34,34,Medium
23777,52,80000,1.0,0,0,0.0,0.0,9075,219916,0.04,0.42,42,Medium
13806,27,230000,1.0,0,0,0.0,0.0,10865,309968,0.04,0.33,33,Low
12683,41,30000,1.0,0,1,1.0,-0.2,58744,77306,0.76,0.46,46,Medium
24612,32,80000,0.43,0,0,-1.0,-1.0,35317,34175,1.03,0.24,24,Low
18422,25,160000,0.04,1,1,1.0,-0.3,10658,6176,1.73,0.55,55,Medium
25364,25,20000,1.0,0,4,2.0,1.3,5026,113135,0.04,0.82,82,High
4752,29,100000,1.0,0,0,0.0,0.0,18674,414743,0.05,0.37,37,Medium
20674,35,20000,1.0,1,3,3.0,1.5,16000,94413,0.17,0.82,82,High
12569,40,200000,0.0,1,1,1.0,-1.5,0,0,0.0,0.64,64,Medium
24797,46,70000,1.0,0,2,2.0,0.7,8673,163558,0.05,0.72,72,High
14081,24,30000,0.18,0,2,2.0,-0.2,2340,5527,0.42,0.71,71,High
1367,42,260000,0.01,0,0,-1.0,-1.0,3542,3277,1.08,0.33,33,Low
21803,24,80000,0.11,0,1,2.0,-0.5,6786,8751,0.78,0.66,66,Medium
9918,40,180000,1.0,0,2,2.0,0.5,14150,655180,0.02,0.73,73,High
1703,30,150000,1.0,1,2,2.0,0.7,64820,186266,0.35,0.52,52,Medium
10674,28,210000,0.01,0,0,-1.0,-1.2,463,1464,0.32,0.31,31,Low
17006,24,150000,0.01,0,2,2.0,-0.2,1750,1619,1.08,0.72,72,High
17868,28,60000,1.0,0,0,0.0,-0.2,10312,256561,0.04,0.4,40,Medium
9051,39,120000,0.0,0,1,1.0,-1.5,0,0,0.0,0.64,64,Medium
7612,60,80000,1.0,0,0,0.0,0.0,16141,248879,0.06,0.41,41,Medium
10871,37,80000,1.0,1,6,2.0,2.0,12700,362916,0.03,0.87,87,High
6431,35,50000,1.0,0,0,0.0,-0.8,30850,57917,0.53,0.35,35,Medium
29970,33,200000,1.0,0,0,0.0,0.0,24993,433961,0.06,0.33,33,Low
4661,36,80000,1.0,0,0,0.0,-0.3,19252,256535,0.08,0.39,39,Medium
26968,32,350000,0.38,0,0,0.0,0.0,10258,133690,0.08,0.33,33,Low
9961,27,140000,1.0,0,0,0.0,0.0,32800,841957,0.04,0.37,37,Medium
22502,33,230000,1.0,0,0,0.0,0.0,12400,250585,0.05,0.34,34,Medium
12797,28,20000,1.0,1,2,2.0,0.5,2850,38279,0.07,0.7,70,High
24890,40,170000,1.0,0,3,2.0,1.0,35800,940913,0.04,0.75,75,High
1845,48,210000,0.0,0,0,-2.0,-2.0,570,570,1.0,0.3,30,Low
26424,36,420000,0.24,0,0,0.0,-0.2,19160,102694,0.19,0.32,32,Low
105,26,60000,1.0,0,5,2.0,1.7,13517,342038,0.04,0.84,84,High
1610,43,210000,1.0,0,1,2.0,0.3,25500,506492,0.05,0.64,64,Medium
24679,28,230000,1.0,0,0,0.0,-0.2,27996,235638,0.12,0.29,29,Low
29087,60,60000,1.0,0,0,0.0,0.0,9920,175028,0.06,0.43,43,Medium
3874,52,50000,1.0,1,2,2.0,0.5,6900,142875,0.05,0.75,75,High
11433,31,80000,0.23,1,0,0.0,-0.5,16938,18480,0.92,0.35,35,Medium
29851,46,50000,1.0,0,0,0.0,0.0,12096,341311,0.04,0.47,47,Medium
26975,38,300000,0.0,1,0,-1.0,-1.3,2591,630,4.11,0.4,40,Medium
5178,50,190000,1.0,1,6,2.0,2.0,17000,437807,0.04,0.86,86,High
24937,39,310000,0.07,0,0,-1.0,-1.0,20366,23077,0.88,0.3,30,Low
14523,25,30000,1.0,0,1,2.0,0.3,21314,77155,0.28,0.6,60,Medium
2728,27,200000,0.76,0,1,2.0,0.3,7247,151247,0.05,0.61,61,Medium
23736,51,230000,1.0,0,0,0.0,0.0,67000,1208289,0.06,0.32,32,Low
17807,35,30000,1.0,1,4,2.0,1.3,9961,138572,0.07,0.81,81,High
1977,31,180000,1.0,0,1,2.0,0.3,27000,228533,0.12,0.58,58,Medium
7289,39,50000,0.41,0,0,0.0,-1.3,3000,20650,0.15,0.45,45,Medium
8184,48,160000,1.0,0,1,2.0,0.3,35686,888633,0.04,0.67,67,High
17329,39,30000,1.0,0,1,2.0,0.0,33920,158075,0.21,0.64,64,Medium
2706,25,180000,1.0,0,0,0.0,0.0,64708,806732,0.08,0.26,26,Low
3969,26,50000,1.0,0,1,1.0,-0.2,25823,55443,0.47,0.49,49,Medium
25561,28,500000,1.0,0,0,0.0,0.0,55316,1446554,0.04,0.28,28,Low
18477,26,240000,1.0,0,0,0.0,0.0,30415,772466,0.04,0.32,32,Low
24304,34,20000,1.0,1,1,2.0,0.2,21193,59313,0.36,0.62,62,Medium
316,23,60000,1.0,1,0,0.0,0.0,8013,171532,0.05,0.35,35,Medium
19517,45,500000,1.0,0,0,0.0,0.0,199067,737369,0.27,0.06,6,Low
27680,24,20000,1.0,0,0,0.0,-0.7,45266,53097,0.85,0.3,30,Low
23910,26,80000,0.02,0,4,3.0,1.2,481,1938,0.25,0.84,84,High
13877,45,10000,1.0,0,4,2.0,1.2,4145,52151,0.08,0.84,84,High
15636,38,270000,0.94,0,0,0.0,-0.3,80125,253331,0.32,0.22,22,Low
13345,25,80000,0.03,1,0,-1.0,-1.0,2340,2340,1.0,0.3,30,Low
22554,38,180000,0.0,0,1,1.0,-1.5,0,0,0.0,0.64,64,Medium
23123,33,490000,0.66,0,0,0.0,0.0,67160,322532,0.21,0.21,21,Low
5678,55,50000,1.0,0,0,0.0,0.0,21700,200709,0.11,0.43,43,Medium
7537,32,300000,0.03,1,0,-1.0,-1.2,8186,8129,1.01,0.31,31,Low
10330,23,170000,1.0,0,1,2.0,0.3,27137,808980,0.03,0.63,63,Medium
28204,38,300000,0.19,0,0,0.0,-0.2,22940,57941,0.4,0.33,33,Low
26407,30,280000,0.6,0,2,2.0,0.0,156542,167413,0.94,0.44,44,Medium
15604,24,20000,1.0,0,0,0.0,-1.2,13398,33131,0.4,0.4,40,Medium
10862,29,110000,0.03,1,6,3.0,2.5,921,2850,0.32,0.88,88,High
3759,27,80000,0.73,1,0,0.0,-0.2,12354,58017,0.21,0.33,33,Low
18358,22,20000,1.0,0,4,2.0,1.3,7100,91384,0.08,0.79,79,High
13596,39,50000,1.0,0,0,0.0,0.0,10000,222347,0.04,0.41,41,Medium
12223,36,30000,1.0,1,2,3.0,0.5,57028,121731,0.47,0.76,76,High
29755,39,220000,0.0,0,1,1.0,-1.5,0,0,0.0,0.64,64,Medium
28748,28,50000,0.29,0,6,3.0,2.7,0,14400,0.0,0.87,87,High
17090,25,80000,1.0,0,2,2.0,0.5,18500,411259,0.04,0.71,71,High
10215,29,70000,1.0,0,0,0.0,0.0,17740,415210,0.04,0.4,40,Medium
19383,48,120000,0.04,0,0,0.0,-0.8,3130,5008,0.62,0.44,44,Medium
11208,36,170000,1.0,0,1,2.0,0.2,17505,247752,0.07,0.62,62,Medium
16717,29,430000,0.01,0,0,-2.0,-2.0,5068,5480,0.92,0.25,25,Low
14262,57,20000,1.0,1,0,0.0,-0.7,11567,25627,0.45,0.44,44,Medium
2301,44,200000,1.0,0,1,2.0,0.3,28215,840152,0.03,0.66,66,Medium
2461,26,280000,1.0,0,0,0.0,0.0,25410,688778,0.04,0.32,32,Low
22525,38,190000,1.0,0,0,0.0,0.0,91716,218669,0.42,0.26,26,Low
3119,43,60000,1.0,0,0,0.0,0.0,10964,288970,0.04,0.43,43,Medium
24275,29,360000,0.81,0,0,0.0,-0.2,91943,292110,0.31,0.17,17,Low
6398,26,80000,1.0,0,0,0.0,0.0,13518,171219,0.08,0.33,33,Low
28232,42,30000,1.0,1,4,2.0,1.2,6896,179188,0.04,0.85,85,High
8915,28,330000,0.79,0,0,0.0,0.0,17203,260235,0.07,0.31,31,Low
2837,39,240000,1.0,0,0,0.0,0.0,21209,622625,0.03,0.35,35,Medium
13064,31,90000,1.0,1,0,0.0,0.0,15755,408056,0.04,0.39,39,Medium
6090,52,130000,1.0,0,4,2.0,1.2,28161,614719,0.05,0.82,82,High
20581,30,500000,0.21,0,2,2.0,0.7,22041,102784,0.21,0.64,64,Medium
20610,29,130000,1.0,0,3,2.0,1.0,8900,290643,0.03,0.74,74,High
17267,33,20000,1.0,0,0,0.0,0.0,7000,118598,0.06,0.43,43,Medium
17491,39,50000,1.0,0,0,0.0,0.0,32000,289261,0.11,0.38,38,Medium
9582,22,50000,1.0,0,0,0.0,0.0,4000,75228,0.05,0.34,34,Medium
18,49,320000,1.0,0,0,0.0,-0.5,225966,966014,0.23,0.09,9,Low
5985,33,70000,1.0,0,0,0.0,0.0,8188,273909,0.03,0.39,39,Medium
28542,31,330000,0.11,0,0,0.0,-0.2,11713,35149,0.33,0.33,33,Low
10120,26,90000,1.0,0,2,2.0,0.7,17611,435125,0.04,0.7,70,High
1010,27,80000,1.0,0,0,0.0,-1.3,0,80000,0.0,0.43,43,Medium
2215,41,50000,1.0,0,1,2.0,0.3,6991,136598,0.05,0.67,67,High
1967,29,90000,1.0,0,3,1.0,0.5,56532,257204,0.22,0.55,55,Medium
6555,28,180000,0.2,0,0,-1.0,-1.8,36294,35317,1.03,0.29,29,Low
28551,34,50000,1.0,0,0,0.0,0.0,8114,141074,0.06,0.38,38,Medium
21104,45,80000,1.0,0,0,0.0,0.0,18653,221804,0.08,0.39,39,Medium
11142,29,290000,1.0,0,0,0.0,0.0,22966,711015,0.03,0.33,33,Low
3720,30,50000,0.08,0,2,2.0,0.0,2490,4050,0.61,0.71,71,High
4735,43,420000,0.77,0,0,0.0,0.0,126512,324291,0.39,0.12,12,Low
4841,37,50000,1.0,1,3,3.0,1.2,5560,178929,0.03,0.84,84,High
16914,60,50000,1.0,0,0,0.0,0.0,8118,190176,0.04,0.45,45,Medium
9185,51,50000,1.0,1,0,0.0,0.0,10647,159040,0.07,0.42,42,Medium
23780,60,180000,0.27,0,0,-2.0,-2.0,47423,47877,0.99,0.24,24,Low
28488,36,180000,0.06,0,1,1.0,-1.3,10970,10970,1.0,0.62,62,Medium
18134,36,280000,0.09,1,1,2.0,-0.5,15527,25153,0.62,0.65,65,Medium
16576,24,20000,1.0,0,0,0.0,0.0,7949,108751,0.07,0.4,40,Medium
25131,52,420000,0.22,0,0,-1.0,-1.0,91369,90712,1.01,0.17,17,Low
9014,43,20000,1.0,0,0,0.0,0.0,5572,117985,0.05,0.46,46,Medium
16639,41,50000,1.0,0,0,0.0,-0.5,25400,151432,0.17,0.38,38,Medium
26939,27,20000,1.0,1,0,0.0,0.0,22500,71999,0.31,0.36,36,Medium
24437,37,260000,0.01,0,0,-2.0,-2.0,2814,2872,0.98,0.28,28,Low
8925,34,200000,1.0,0,0,0.0,0.0,10761,259656,0.04,0.35,35,Medium
23328,47,170000,1.0,0,0,0.0,0.0,16623,228795,0.07,0.36,36,Medium
23529,36,450000,0.05,0,1,1.0,-1.0,45247,20605,2.2,0.57,57,Medium
4253,39,180000,1.0,0,1,2.0,0.3,10510,194361,0.05,0.64,64,Medium
8469,36,50000,1.0,1,4,2.0,1.3,5486,206580,0.03,0.81,81,High
29082,58,200000,1.0,1,3,2.0,0.8,29514,1040409,0.03,0.8,80,High
